yr,firstName,lastName,constituency,party,votes
2017,Dave,JONES,E14000966,Labour,15133
2017,Dave,RAVAL,E14000721,Liberal Democrats,3168
2017,David,BENNIE,S14000011,Liberal Democrats,922
2017,David,CROWTHER,E14000653,Liberal Democrats,1334
2017,David,EVANS,S14000037,Liberal Democrats,6230
2017,David,FURNESS,E14000751,BNP,318
2017,David,HARRISON,E14000827,Liberal Democrats,7786
2017,David,HERBERT,E14000765,Green,745
2017,David,HODGSON,E14000819,UKIP,1452
2017,David,HUGHES,E14000584,UKIP,1405
2017,David,HUGHES,E14000900,Green,815
2017,David,JONES,E14000571,Green,462
2017,David,LAMMY,E14001002,Labour,40249
2017,David,LINDEN,S14000030,SNP,14024
2017,David,MALONE,E14000913,Green,915
2017,David,MCDONALD,E14001040,UKIP,553
2017,David,MELLEN,E14000908,Labour,22213
2017,David,MUAT,E14000831,UKIP,1482
2017,David,OMAMOGHO,E14000656,CPA,213
2017,David,PLUMSTEAD,E14000704,Independent,493
2017,David,ROCKS,S14000048,Conservative,14818
2017,David,SIMPSON,N06000017,DUP,22317
2017,David,STEVENS,S14000038,Liberal Democrats,978
2017,David,STOKES,E14000585,Labour,16101
2017,David,WARD,E14000587,Independent,3576
2017,David,WILLIAMS,E14000965,Labour,20695
2017,David,WILSON,S14000038,Conservative,8399
2017,David Adam,COBURN,S14000041,UKIP,540
2017,David Alan,DEWS,E14000740,UKIP,2591
2017,David Anthony,CRAUSBY,E14000578,Labour,22870
2017,David Anthony,ELSTON,W07000078,Pirates,127
2017,David Anthony,EVENNETT,E14000558,Conservative,25113
2017,David Anthony Andrew,AMESS,E14000957,Conservative,26046
2017,David Arthur Stephen,TREDINNICK,E14000583,Conservative,31864
2017,David Aubertin,GRACE,E14000642,Liberal Democrats,887
2017,David Christopher,FLINT,E14000692,Green,780
2017,David Edward,YATES,E14000830,Apolitical Democrats,304
2017,David Elliot,DREW,E14000980,Labour,29994
2017,David George,HANSON,W07000042,Labour,20573
2017,David George,MEACOCK,E14000631,UKIP,1525
2017,David Gordon,MUNDELL,S14000014,Conservative,24177
2017,David Henry,RUTLEY,E14000802,Conservative,28595
2017,David Hugo,ROEMELLE,S14000054,Labour,5349
2017,David Ian,HOLLAS,E14000867,UKIP,1103
2017,David Ian,JONES,W07000059,Conservative,19541
2017,David Ian,NEWMAN,E14000581,Liberal Democrats,837
2017,David Jack,MCLEOD,E14001015,UKIP,1284
2017,David James,BARKER,E14000882,Independent,136
2017,David James,DUGUID,S14000007,Conservative,19976
2017,David John,ALLEN,E14000898,UKIP,2893
2017,David John,BLEASE,E14000661,MRLP,217
2017,David John,BOWGETT,E14000917,Labour,19149
2017,David John,BOWLEY,E14000784,Independent,121
2017,David John,GARDINER,S14000052,Conservative,12842
2017,David John,KESTEVEN,E14000843,Green,719
2017,David John,LEE,E14000681,Liberal Democrats,6197
2017,David John,MORELAND,E14000603,UKIP,1594
2017,David John,MOWAT,E14001018,Conservative,27445
2017,David John,NUTTALL,E14000611,Conservative,21308
2017,David John,WADSWORTH,E14000632,Green,777
2017,David John,WARBURTON,E14000932,Conservative,36231
2017,David Jonathan,EDWARDS,W07000067,Plaid Cymru,16127
2017,David Julian,WINNICK,E14001011,Labour,16318
2017,David Kenneth,WATTS,E14000829,Liberal Democrats,2786
2017,David Laurence,BISHOP,E14000865,EYHPP,195
2017,David Lee,WYATT,W07000060,Plaid Cymru,1551
2017,David Llewelyn,DARKIN,W07000067,Labour,12219
2017,David Love,HINDER,E14000894,Labour,18720
2017,David Martin,RATCLIFF,E14000985,Green,965
2017,David Michael,CUTTERSIDE,E14000971,UKIP,1186
2017,David Michael,DAVIS,E14000724,Conservative,31355
2017,David Michael,GAUKE,E14000951,Conservative,35128
2017,David Michael,HOPKINS,E14000808,Independent,51
2017,David Michael,JEFFREYS,E14000596,UKIP,1596
2017,David Michael,KURTEN,E14000622,UKIP,2381
2017,David Nicolas John,HALL?MATTHEWS,E14000690,Liberal Democrats,1457
2017,David Nigel,CHALMERS,E14001000,Liberal Democrats,10526
2017,David Oswald,BRAID,E14001033,WVPTF,269
2017,David Patrick,NAGLE,E14000689,Labour,22547
2017,David Patrick,NOLAN,E14000724,Liberal Democrats,2482
2017,David Peter,BLACK,E14000953,Labour,7606
2017,David Phillip,GOSS,E14000571,Conservative,8657
2017,David Phillip,GRIFFITHS,W07000043,UKIP,1117
2017,David Reuben,SCHMITZ,E14000687,Liberal Democrats,858
2017,David Rhys,WILLIAMS,E14000952,UKIP,2575
2017,David Robert Frank,WALKER,E14000797,Liberal Democrats,1937
2017,David Rupert,WOOLLCOMBE,E14000744,Green,1814
2017,David Sandru,NAGHI,E14000700,Liberal Democrats,3249
2017,David Sidney,PEPPER,E14000810,UKIP,2654
2017,David Stephen,RADCLIFFE,E14000567,Liberal Democrats,1644
2017,David Stewart,ALLEN,E14000669,English Democrats,363
2017,David T,TABANE,E14000761,Independent,121
2017,David Thomas,GREENWOOD,E14000818,UKIP,1660
2017,David Thomas,HOY,E14000745,UKIP,1564
2017,David Thomas,MORRIS,E14000825,Conservative,21773
2017,David Thomas Charles,DAVIES,W07000054,Conservative,26411
2017,David William,BURROWES,E14000692,Conservative,20634
2017,David William,CRABTREE,E14000766,Independent,534
2017,David William,IONS,E14000697,UKIP,1034
2017,David William,LOMAX,E14000843,Liberal Democrats,1390
2017,Dawn,BARNES,E14000752,Liberal Democrats,10000
2017,Dawn,FURNESS,E14000575,Green,918
2017,Dawn Petula,BUTLER,E14000591,Labour,38208
2017,Dawud,ISLAM,E14000819,Liberal Democrats,368
2017,Dean,PALETHORPE,E14000912,UKIP,1191
2017,Dean,RUSSELL,E14000801,Conservative,14879
2017,Dean James,MILLIKEN,E14001027,UKIP,1441
2017,Debbie,ABRAHAMS,E14000870,Labour,25629
2017,Deborah,CAIRNS,E14000691,UKIP,848
2017,Deborah Clare,UNGER,E14000634,Liberal Democrats,2043
2017,Deborah Ellen Clare,BREWER,E14000999,Liberal Democrats,12858
2017,Debra Ann,PICKERING,S14000028,Green,908
2017,Debra Lynsay,CAPLIN,E14001010,UKIP,1160
2017,Declan,KEARNEY,N06000014,Sinn Féin,7797
2017,Declan,MCALINDEN,N06000017,SDLP,4397
2017,Declan,O'LOAN,N06000012,SDLP,2574
2017,Declan Paul,WALSH,E14000923,Green,943
2017,Dehenna Sheridan,DAVISON,E14000915,Conservative,16143
2017,Deidre Leanne,BROCK,S14000023,SNP,19243
2017,Della,REYNOLDS,E14000697,Independent,198
2017,Denis,HEALY,E14000556,Liberal Democrats,2808
2017,Denis Finbarr,CRONIN,E14001009,Liberal Democrats,943
2017,Denis Graham,ALLEN,E14000992,UKIP,1656
2017,Denis Reginald,BREADING,E14000657,Green,544
2017,Denise Ann,DONALDSON,E14000942,Green,1357
2017,Denise Louise,HADDAD,E14000795,Conservative,5251
2017,Dennis Edward,SKINNER,E14000577,Labour,24153
2017,Dennis Walter,MAY,W07000072,UKIP,973
2017,Dennise Ann,DAWSON,E14000920,UKIP,2820
2017,Derek,BENNETT,E14001012,UKIP,1805
2017,Derek,MORAN,E14000869,Green,820
2017,Derek,THOMAS,E14000964,Conservative,22120
2017,Derek,TWIGG,E14000725,Labour,36115
2017,Derek Norman,WALL,E14000803,Green,907
2017,Derrick John,HODGSON,E14000589,UKIP,885
2017,Des,COKE,E14000823,CPP,223
2017,Des,HJERLING,E14000828,Pirate Party,483
2017,Desmond Angus,SWAYNE,E14000828,Conservative,33170
2017,Diana Lewen,WARNER,E14000702,Green,1162
2017,Diana Paulette,WALLIS,E14000724,Yorkshire,942
2017,Diana Ruth,JOHNSON,E14000772,Labour,23685
2017,Diana Stella,TOYNBEE,E14000743,Green,1220
2017,Diane,ABBOTT,E14000720,Labour,42265
2017,Diane,FORSYTHE,N06000015,DUP,8867
2017,Dick,RODGERS,E14000560,ENU,155
2017,Dickie,BIRD,E14000539,UKIP,1581
2017,Dilwyn Owain,ROBERTS,W07000059,Plaid Cymru,3918
2017,Dinah,MULHOLAND,W07000064,Labour,8017
2017,Dinah Elizabeth,KEAL,E14000993,Liberal Democrats,3859
2017,Doktor,HAZE,E14000597,Independent,212
2017,Dolly,THEIS,E14001008,Conservative,10277
2017,Dominic Charles,GRAHAM,E14000734,Liberal Democrats,2787
2017,Dominic Charles Roberts,GRIEVE,E14000550,Conservative,36559
2017,Dominic Clare James,HORSMAN,E14000856,Green,530
2017,Dominic George,ELLIS,E14000957,Green,831
2017,Dominic Michael,COOK,E14000919,UKIP,1060
2017,Domonic,HARDWICK,E14000610,Liberal Democrats,1262
2017,Domonic Rennie,RAAB,E14000697,Conservative,35071
2017,Domonic Stephen,GILES,E14000977,Green,1345
2017,Don,JERRARD,E14000901,JACP,271
2017,Don,LOCKE,E14000654,Independent,71
2017,Donald,MCKAY,S14000042,UKIP,550
2017,Donald Alan,DAVIES,E14000850,Independent,3929
2017,Donald Francis,ALLWRIGHT,E14001034,Green,935
2017,Donald George,FRASER,E14000730,Independent,559
2017,Donald Macleod,BOYD,S14000039,SCP,612
2017,Donna Maria,WALLACE,E14000530,Green,1090
2017,Doris Deborah,OSEN,E14000759,Independent,368
2017,Doro,ODDIRI,E14000696,Independent,80
2017,Doug,BEATTIE,N06000017,UUP,7900
2017,Douglas,BEATTIE,S14000014,Labour,8102
2017,Douglas,CHAPMAN,S14000017,SNP,18121
2017,Douglas,ROSS,S14000046,Conservative,22637
2017,Douglas Ian,LAWSON,E14000877,Green,1029
2017,Douglas Martin,SWANNEY,E14000845,Labour,15752
2017,Douglas Peter,ROUXEL,E14000973,Green,685
2017,Dr Dan,POULTER,E14000624,Conservative,33992
2017,Dr Tania,MATHIAS,E14001005,Conservative,25207
2017,Drew,DURNING,E14000971,Liberal Democrats,951
2017,Drew,HENDRY,S14000039,SNP,21042
2017,Drew Lee,HEFFERNAN,E14000869,Liberal Democrats,1572
2017,Dudley Lewis Cavell,TRINDER,W07000064,MRLP,157
2017,Duncan Alistair,KERR,E14000849,Green,1722
2017,Duncan Anthony,STRACHAN,E14000841,UKIP,1896
2017,Duncan Carlyle,CRUTE,E14000833,Conservative,16380
2017,Duncan Charles,ODGERS,E14001003,UKIP,897
2017,Duncan John,ROYLE,E14000572,Green,381
2017,Duncan Robert,MILLER,E14000570,Independent,878
2017,Dylan,BROWN,E14000689,Green,995
2017,Dylan,HARRISON,E14000992,Labour,17887
2017,Dylan Alexander,JONES,E14000997,Labour,12710
2017,Eamonn,O'NOLAN,E14000981,Green,1802
2017,Ed,CARLISLE,E14000777,Green,1189
2017,Ed,GOUGH,E14000688,Liberal Democrats,892
2017,Ed,JONES,E14000781,Yorkshire,378
2017,Ed,MCRANDAL,E14000963,Conservative,11536
2017,Ed,REYNOLDS,E14000909,Liberal Democrats,4711
2017,Ed,SANDERSON,E14000778,Liberal Democrats,739
2017,Ed,TARGETT,E14000852,Green,825
2017,Ed,YOUNG,E14001061,Conservative,16019
2017,Edmonds,VICTOR,E14000803,CPA,69
2017,Edmund Francis,HUGHES,E14001011,Conservative,18919
2017,Ednan,HUSSAIN,E14000666,Liberal Democrats,1214
2017,Edward,TIMPSON,E14000653,Conservative,25880
2017,Edward Arthur,HIGGINBOTTOM,E14000926,UKIP,1363
2017,Edward Donald Andrew,BAXTER,E14000696,Conservative,15571
2017,Edward Henry,WHITFIELD,E14000975,UKIP,1370
2017,Edward Henry Butler,VAIZEY,E14001015,Conservative,34459
2017,Edward,Hugh Christian MCMILLAN-SCOTT,E14001035,Liberal Democrats,5307
2017,Edward John Comport,ARGAR,E14000625,Conservative,33318
2017,Edward Jonathon,DAVEY,E14000770,Liberal Democrats,27810
2017,Edward Julian Edgar,LEIGH,E14000707,Conservative,31790
2017,Edward Leslie,PASS,E14000791,Green,1416
2017,Edward Owen,MAYNE,E14000694,Labour,14838
2017,Edward Samuel,MILIBAND,E14000669,Labour,25711
2017,Eileen,DINNING,S14000034,Labour,16285
2017,Eileen,MCCARTIN,S14000053,Liberal Democrats,1327
2017,Elaine Sheila,BAGSHAW,E14000882,Liberal Democrats,3959
2017,Elanor Patricia,SMITH,E14001051,Labour,20899
2017,Elasaid,MACDONALD,S14000027,Labour,5006
2017,Elcena,JEFFERS,E14000592,Independent,239
2017,Eldith,WHITEFORD,S14000007,SNP,16283
2017,Eleanor,BELL,E14000955,Liberal Democrats,1421
2017,Eleanor,MASTERS,E14000565,Green,864
2017,Eleanor,PRICE,S14000015,Conservative,11746
2017,Eleanor Elizabeth,CHOWNS,E14000847,Green,2771
2017,Eleanor Fulton,LAING,E14000693,Conservative,31462
2017,Eleanor Phoebe,MARGOLIES,E14000615,Green,1627
2017,Eleanor Rosemary,FIELD,E14000547,Green,1126
2017,Elfreda,TEALBY-WATSON,E14001034,Liberal Democrats,2180
2017,Elfrede,Mary BRAMBLEY-CRAWSHAW,E14001022,Green,1332
2017,Eli Aldridge,ALDRIDGE,E14001037,Labour,4783
2017,Elisabeth Mary,WILSON,S14000020,Liberal Democrats,1738
2017,Elisha,FISHER,S14000012,Labour,14858
2017,Elisha,MACCALLION,N06000008,Sinn Féin,18256
2017,Elizabeth,CHRISTINA,W07000069,Labour,21713
2017,Elizabeth Anne,HAZELL,E14001011,UKIP,2295
2017,Elizabeth Anne,MCINNES,E14000747,Labour,26578
2017,Elizabeth Eirwen,JONES,E14000553,UKIP,838
2017,Elizabeth Francesca,ADAMS,E14000977,Liberal Democrats,6357
2017,Elizabeth Helen,KEMP,E14001007,UKIP,1577
2017,Elizabeth Louise,KENDALL,E14000784,Labour,22823
2017,Elizabeth Margaret,WEBSTER,E14000851,Liberal Democrats,1962
2017,Elizabeth Mary,TRUSS,E14000952,Conservative,32894
2017,Elizabeth Patricia,HUGHES,E14000624,Labour,16807
2017,Elizabeth Rosemary Claire,SPENCER,E14000578,Green,357
2017,Ellie,REEVES,E14000788,Labour,35411
2017,Eluned Sian,PARROTT,W07000050,Liberal Democrats,5415
2017,Emily,FERMOR,E14000804,Liberal Democrats,8455
2017,Emily,FRITH,E14000787,Liberal Democrats,2086
2017,Emily,THORNBERRY,E14000764,Labour,30188
2017,Emily Hannah,OWEN,W07000058,Labour,13702
2017,Emily Louise,TESTER,E14000597,Liberal Democrats,1457
2017,Emina,IBRAHIM,E14000621,Labour,9360
2017,Emma,CRANE,E14001029,Conservative,14951
2017,Emma DENT,COAD,E14000768,Labour,16333
2017,Emma,ROBSON,E14000970,Green,358
2017,Emma,WARMAN,E14000598,Conservative,11082
2017,Emma,WHYSALL,E14000636,Labour,25326
2017,Emma Ann,HARDY,E14000773,Labour,18342
2017,Emma Catherine Mary,BULLARD,E14000926,Green,1067
2017,Emma Elizabeth,REYNOLDS,E14001049,Labour,19282
2017,Emma Elizabeth,SANDS,W07000080,Liberal Democrats,1430
2017,Emma Jane,BISHTON,E14000946,Labour,15080
2017,Emma Jane,WALLACE,E14000731,Green,771
2017,Emma Jane Clarissa,DAWNAY,E14000665,Green,1606
2017,Emma Little,PENGELLY,N06000003,DUP,13299
2017,Emma Louise,LAKE,E14000752,Conservative,9246
2017,Emma,Louise LEWELL-BUCK,E14000944,Labour,25078
2017,Emmanuel Korede,FEYISETAN,E14000715,UKIP,1742
2017,Emmanuelle Catherine,TANDY,E14001036,Green,595
2017,Emmett,JENNER,E14000604,UKIP,1383
2017,Eric,BROADBENT,E14000913,Labour,20966
2017,Eric,OLLERENSHAW,E14000776,Conservative,18681
2017,Ernie,WARRENDER,E14000705,UKIP,1237
2017,Esther,OBIRI-DARKO,E14000998,Green,845
2017,Esther Louise,MCVEY,E14000987,Conservative,28764
2017,Eugene,POWER,E14000549,UKIP,357
2017,Eva,FIELDING,E14000702,Liberal Democrats,3052
2017,Evonne,WILLIAMS,E14000663,Conservative,15182
2017,Ewan,HOYLE,S14000034,Liberal Democrats,1447
2017,Ewan,MCROBERT,S14000003,Liberal Democrats,802
2017,Fabian,HAMILTON,E14000779,Labour,33436
2017,Fabio,CONTI,E14000676,Conservative,9630
2017,Fairlamb,NEIL,W07000061,Conservative,8837
2017,Faisal,RASHID,E14001018,Labour,29994
2017,Faith Miracle,FISHER,E14000948,CPA,115
2017,Farid,AHMED,E14000760,Liberal Democrats,772
2017,Faten,HAMEED,S14000029,Labour,13829
2017,Fay,WATSON,N06000010,Alliance,1094
2017,Fay Emily Veare,WHITFIELD,E14000818,Green,1371
2017,Fay Shirley,EASTON,E14000992,Independent,380
2017,Felicity Christina,BUCHAN,E14000944,Conservative,10570
2017,Fflur,ELIN,W07000075,Plaid Cymru,4102
2017,Fintan Thomas,MCKEOWN,E14001042,Green,1435
2017,Fiona,DENT,E14000907,Labour,13386
2017,Fiona,MCKENNA,E14000929,Green,968
2017,Fiona Claire,BRUCE,E14000646,Conservative,31830
2017,Fiona Elizabeth,YORKE,E14000895,Green,1739
2017,Fiona Jane,HALL,E14000746,Liberal Democrats,3285
2017,Fiona Jane,RADIC,E14000878,Green,848
2017,Fiona Katherine,SMITH,E14000745,Labour,14977
2017,Fiona Margaret,COLLEY,E14001047,Labour,13179
2017,Fiona Mary,GREEN,E14001059,Conservative,13581
2017,Fiona Oluyinka,ONASANYA,E14000878,Labour,22950
2017,Fiona Rachel,MILLS,E14000620,UKIP,1455
2017,Fionna Margaret Ruth,TOD,E14000816,Liberal Democrats,2848
2017,Flick,DRUMMOND,E14000884,Conservative,16736
2017,Flo,CLUCAS,E14001030,Liberal Democrats,333
2017,Foysol Hussain,CHOUDHURY,S14000025,Labour,13213
2017,Frances,REHAL,E14000852,Labour,16425
2017,Francie,MOLLOY,N06000010,Sinn Féin,25455
2017,Francis Richard James,OPPLER,E14000576,Liberal Democrats,3352
2017,Francis Stuart,MILES,E14000746,UKIP,930
2017,Frank,FIELD,E14000559,Labour,33558
2017,Frank,HINDLE,E14000709,Liberal Democrats,1709
2017,Frank,LITTLE,W07000069,Liberal Democrats,732
2017,Frank,MCCOUBREY,N06000004,DUP,5455
2017,Frank,SHIVERS,N06000013,Conservative,941
2017,Frank Lloyd,CALLADINE,E14000669,Independent,366
2017,Franko,HARASIWKA,E14000579,Liberal Democrats,781
2017,Fred,FRICKER,E14000688,UKIP,821
2017,Fred,GRINDROD,E14000818,Labour,12641
2017,Freddy,VACHHA,E14000869,UKIP,1619
2017,Frederick Isaac VAN,MIERLO,E14000706,Liberal Democrats,2341
2017,Gail,TURNER,E14000535,Ashfield,4612
2017,Gail Louise,KENT,E14000673,Liberal Democrats,4475
2017,Galen,MILNE,S14000007,Liberal Democrats,1448
2017,Gareth,ELLIS,E14000813,Green,1794
2017,Gareth,HAYES,E14000661,Green,486
2017,Gareth,THOMAS,E14000732,Labour,30640
2017,Gareth,THOMAS,W07000059,Labour,16104
2017,Gareth Alam,JOHNSON,E14000659,Conservative,31210
2017,Gareth Craig,SNELL,E14000972,Labour,17083
2017,Gareth George,WILSON,E14000987,Liberal Democrats,4431
2017,Gareth Gwyn James,DERRICK,E14000938,Labour,12050
2017,Gareth Mark,DAVIES,E14000777,Conservative,9755
2017,Gareth Paul,BARRETT,E14000594,Labour,10809
2017,Garth,HARKNESS,E14000871,Liberal Democrats,956
2017,Gary,LAWSON,E14000969,Green,591
2017,Gary,MIDDLETON,N06000008,DUP,7398
2017,Gary,MULVANEY,S14000005,Conservative,15976
2017,Gary Colin,SHORES,E14000773,UKIP,1399
2017,Gary James,LEIGHTON,E14000982,UKIP,2209
2017,Gary John,PUFFETT,E14000530,Labour,15477
2017,Gary Matthew,LEGG,E14000853,UKIP,2101
2017,Gary Nicolas,STREETER,E14000950,Conservative,31634
2017,Gary Wayne,OLDFIELD,W07000051,UKIP,582
2017,Gavan,REYNOLDS,N06000013,Independent,37
2017,Gavin,FELTON,E14000541,UKIP,3339
2017,Gavin,ROBINSON,N06000001,DUP,23917
2017,Gavin,SHUKER,E14000801,Labour,28804
2017,Gavin Alexander,WILLIAMSON,E14000945,Conservative,35656
2017,Gavin Andrew Stuart,NEWLANDS,S14000052,SNP,17455
2017,Gavin Laurence,BARWELL,E14000654,Conservative,24221
2017,Gemma,WEIR,N06000002,WP,360
2017,Geoff,GARBETT,E14000616,Green,1052
2017,Geoff,WILLIAMS,E14000616,Liberal Democrats,2979
2017,Geoffery,Robert CLIFTON-BROWN,E14000991,Conservative,36201
2017,Geoffrey,COX,E14001000,Conservative,33612
2017,Geoffrey,ROBINSON,E14000650,Labour,26894
2017,Geoffrey Bernard,BASTIN,E14000557,UKIP,2006
2017,Geoffrey Michael,SEEFF,E14000729,Liberal Democrats,970
2017,George,CONNOLLY,E14001058,UKIP,1777
2017,George,GALLOWAY,E14000808,Independent,2615
2017,George,KEREVAN,S14000020,SNP,17075
2017,George,RIDGEON,E14000712,MRLP,210
2017,George,SMID,E14000861,Liberal Democrats,1015
2017,George Edward,HOWARTH,E14000775,Labour,47351
2017,George Masterton,KEMP,E14001053,UKIP,1556
2017,George Michael Edward,HOLLINGBERY,E14000811,Conservative,35624
2017,George Nicholas,TURNER,E14001008,Liberal Democrats,11326
2017,George Peter Beaumont,GRANT,E14000589,Conservative,7542
2017,George Richard,MALLENDER,E14000908,Green,1626
2017,George William,FREEMAN,E14000816,Conservative,32828
2017,Georgina,MILNE,N06000001,Green,561
2017,Geraint,DAVIES,W07000047,Labour,22278
2017,Gerald,JONES,W07000071,Labour,22407
2017,Gerald Leslie,FRANCIS,W07000074,Liberal Democrats,594
2017,Gerald Michael,O'BRIAN,E14000536,UKIP,2218
2017,Gerald Owen,HARTLEY,E14000712,Green,754
2017,Gerard,KILLEN,S14000056,Labour,19101
2017,Gerard Joseph,BATTEN,E14000803,UKIP,871
2017,Gerealdine,COGGINS,E14000532,Green,1000
2017,Gerrie Lee,MESSER,E14001001,Labour,13495
2017,Gerry,CARROLL,N06000004,PBP Alliance,4132
2017,Gideon John,AMOS,E14000988,Liberal Democrats,17446
2017,Giles,GAME,E14000750,UKIP,727
2017,Giles Francis,WATLING,E14000642,Conservative,27031
2017,Gill,FURNISS,E14000921,Labour,28193
2017,Gill,HICKSON,E14000654,Liberal Democrats,1083
2017,Gill,WESTCOTT,E14000996,Green,2035
2017,Gillian,KEEGAN,E14000633,Conservative,36032
2017,Gillian Ruth,TROUGHTON,E14000647,Labour,19367
2017,Giovanni,ESPOSITO,E14000605,Green,1139
2017,Gita,GORDON,E14000944,Liberal Democrats,681
2017,Glanville Einstein,WILLIAMS,E14000679,Liberal Democrats,656
2017,Glen Patrick,WILSON,E14000976,UKIP,1801
2017,Glenda Marie,DAVIES,W07000074,UKIP,1235
2017,Glenville Alexander,GOGERLY,E14000980,UKIP,1039
2017,Gloria DE,PIERO,E14000535,Labour,21285
2017,Glyn,DAVIES,W07000063,Conservative,18075
2017,Glyn,REDICAN,E14000725,UKIP,1488
2017,Gonul,DANIELS,E14000687,Conservative,10106
2017,Gordon,BIRTWISTLE,E14000609,Liberal Democrats,6046
2017,Gordon,JOHNSON,E14000913,Independent,82
2017,Gordon,MARSDEN,E14000573,Labour,17581
2017,Gordon Arthur,LISHMAN,E14000875,Liberal Democrats,941
2017,Gordon Christopher,GREGORY,E14000923,Conservative,12696
2017,Gordon John,MUNRO,S14000023,Labour,17618
2017,Gordon Leonard,HENDERSON,E14000927,Conservative,30911
2017,Grace,O'KEEFE,S14000001,Conservative,8341
2017,Graham,BRADY,E14000532,Conservative,26933
2017,Graham,EARDLEY,E14001049,UKIP,1479
2017,Graham Charles,MATTHEWS,E14000770,UKIP,675
2017,Graham Charles,STUART,E14000556,Conservative,32499
2017,Graham David,HUGHES,E14000796,Independent,305
2017,Graham Edward,FINDLAY,E14000822,Green,1179
2017,Graham Eric,STRINGER,E14000571,Labour,28258
2017,Graham Hugh,SOWTER,E14000894,Green,1314
2017,Graham John,COCKARILL,E14000844,Liberal Democrats,6987
2017,Graham Peter,JONES,E14000758,Labour,24120
2017,Graham Richard,REED,E14000879,Liberal Democrats,917
2017,Graham Robert,WINTER,E14000616,Labour,21424
2017,Graham Roger,CURRIE,E14000849,Labour,17287
2017,Graham Russell,CUSHWAY,E14000918,UKIP,1894
2017,Graham Steven,SMITH,W07000053,Conservative,11894
2017,Graham Thomas,EVANS,E14001024,Conservative,22138
2017,Graham William,BLISS,E14000905,Green,953
2017,Graham William,GILES,E14000736,Labour,11720
2017,Grahame Mark,MORRIS,E14000677,Labour,23152
2017,Grant,SHAPPS,E14001027,Conservative,26374
2017,Grant Jonathan,SMITH,E14000803,Independent,152
2017,Greg,CLARK,E14001004,Conservative,30856
2017,Greg,KNIGHT,E14000683,Conservative,31442
2017,Greg,MOUNTAIN,E14000817,Labour,15409
2017,Greg,MULHOLLAND,E14000780,Liberal Democrats,16192
2017,Greg,STONE,E14000853,Liberal Democrats,1494
2017,Greg Paul,JUDGE,E14000651,Liberal Democrats,1343
2017,Gregory,CAMPBELL,N06000006,DUP,19723
2017,Gregory,MARSHALL,E14000607,Labour,25120
2017,Gregory David,SMITH,E14000737,Conservative,13681
2017,Gregory James,STAFFORD,W07000050,Conservative,7997
2017,Gregory Lawrence,CHAMBERS,E14000850,Labour,16502
2017,Gregory Philip,WEBB,E14000940,Liberal Democrats,2403
2017,Gregory William,HANDS,E14000629,Conservative,22179
2017,Grenville Morgan,HAM,W07000064,Green,542
2017,Gulnar Imteyaz,HASNAIN,E14001008,Green,1152
2017,Guto Ap Owain,BEBB,W07000058,Conservative,14337
2017,Guy Thomas,OPPERMAN,E14000746,Conservative,24996
2017,Gwyn James,PRICE,E14000743,UKIP,1153
2017,Hannah,FRASER,E14000926,Liberal Democrats,4254
2017,Hannah,SOPHIA,E14000985,Independent,482
2017,Hannah Ellen,CLARE,E14000729,Green,660
2017,Hannah Frances,O`NEILL,E14000822,Labour,28987
2017,Hannah Louise,LESTER,E14000816,Green,1158
2017,Hannah Mary,BARDELL,S14000044,SNP,21036
2017,Hannah Mindel,DAVID,E14000732,Conservative,17326
2017,Harini,IYENGAR,E14001008,WEP,539
2017,Harjinder,SINGH,E14000566,OBP,99
2017,Harjinder Singh,NAITTA,E14000663,Liberal Democrats,1229
2017,Harjun,SINGH,E14000566,Liberal Democrats,1080
2017,Harold,MCKEE,N06000015,UUP,2002
2017,Harold John,KITCHENER,E14000772,UKIP,1601
2017,Harri Llwyd,ROBERTS,W07000046,Plaid Cymru,1669
2017,Harriet Mary Morison,BALDWIN,E14001035,Conservative,34703
2017,Harriet Ruth,HARMAN,E14000615,Labour,44665
2017,Harrish Doarkanathsing,BISNAUTHSING,E14000783,Liberal Democrats,1287
2017,Harry,LAMB,E14000578,UKIP,1567
2017,Harry Francis,COTTAM,E14000767,UKIP,929
2017,Harry Lee (Known As Harry Lee Webb),WOODS,E14000717,Green,563
2017,Hassan Badrudin,AKBERALI,E14001047,Independent,200
2017,Hazel,LEGGE,N06000001,UUP,1408
2017,Hazel Irene,THORPE,E14001055,Liberal Democrats,2982
2017,Heather Kay,WHEELER,E14000935,Conservative,30907
2017,Heather Margaret,BARRIE,E14000633,Green,1992
2017,Heather Mary,KIDD,E14000799,Liberal Democrats,5336
2017,Heather Warren James,PETO,E14000909,Labour,13065
2017,Heidi,ALEXANDER,E14000787,Labour,32072
2017,Heidi-Suzanne,ALLEN,E14000934,Conservative,33631
2017,Helen,GRANT,E14000804,Conservative,29156
2017,Helen,MCFARLANE,S14000003,Labour,14096
2017,Helen,SPIBY,E14000752,CPA,93
2017,Helen Catherine,FLYNN,E14000730,Liberal Democrats,13309
2017,Helen Catherine,GOODMAN,E14000569,Labour,20808
2017,Helen Clare,BELCHER,E14000635,Liberal Democrats,14637
2017,Helen Dorothy,HIMS,E14001038,UKIP,1932
2017,Helen Elizabeth,HAYES,E14000673,Labour,39096
2017,Helen Jane,HARRISION,E14000577,Conservative,18865
2017,Helen Mary,GEAKE,E14000613,Green,2596
